26	83	0.469
15	72	0.455
101	48	0.537
45	103	0.501
46	6	0.599
38	83	0.524
25	76	0.431
104	94	0.438
32	58	0.385
39	13	0.451
1	19	0.422
10	105	0.579
49	104	0.42
112	87	0.457
13	91	0.54
15	42	0.541
41	104	0.432
2	96	0.486
17	105	0.643
26	99	0.398
25	30	0.465
101	4	0.49
46	35	0.514
45	41	0.48
39	18	0.429
38	35	0.552
2	13	0.436
17	104	0.394
15	63	0.495
13	25	0.456
112	76	0.399
49	82	0.372
26	10	0.472
32	12	0.376
10	107	0.593
104	6	0.476
41	112	0.413
1	48	0.385
39	70	0.465
38	93	0.544
25	29	0.441
46	4	0.504
45	8	0.527
101	43	0.504
104	112	0.406
2	48	0.478
13	85	0.451
17	35	0.605
112	56	0.486
49	35	0.432
15	103	0.543
26	112	0.43
10	104	0.423
1	104	0.389
41	71	0.475
32	107	0.566
45	42	0.468
39	56	0.499
25	93	0.462
38	28	0.532
46	2	0.455
101	10	0.5
32	105	0.475
112	19	0.479
2	39	0.452
104	71	0.452
49	4	0.457
1	77	0.323
41	70	0.467
15	23	0.452
10	1	0.456
13	36	0.499
17	82	0.575
26	71	0.48
46	101	0.517
39	10	0.476
25	26	0.433
101	99	0.425
45	63	0.524
38	70	0.514
10	94	0.384
104	9	0.438
26	12	0.416
2	100	0.45
112	5	0.467
32	82	0.532
1	94	0.412
49	93	0.474
41	56	0.54
15	74	0.507
17	37	0.451
13	10	0.48
45	30	0.62
101	96	0.514
39	99	0.403
46	85	0.518
38	87	0.529
25	92	0.482
32	112	0.461
26	27	0.394
104	44	0.375
10	6	0.615
39	32	0.514
41	1	0.426
2	75	0.412
15	30	0.483
17	84	0.438
112	4	0.512
13	99	0.376
25	79	0.471
1	6	0.295
49	36	0.502
45	29	0.448
46	12	0.437
101	13	0.443
38	27	0.548
10	12	0.414
104	102	0.493
26	90	0.408
15	29	0.47
39	62	0.534
41	8	0.527
31	111	0.553
32	71	0.535
104	73	0.46
17	36	0.472
101	87	0.444
1	56	0.357
41	67	0.541
39	68	0.475
45	18	0.484
26	33	0.465
38	90	0.512
10	35	0.449
15	28	0.461
112	71	0.517
13	1	0.457
46	78	0.615
25	52	0.519
2	98	0.478
49	70	0.491
44	107	0.495
31	107	0.557
39	1	0.448
41	57	0.485
1	35	0.464
32	19	0.507
17	4	0.493
101	14	0.476
104	20	0.478
45	54	0.424
44	105	0.571
25	53	0.488
112	54	0.438
2	47	0.449
13	97	0.37
15	81	0.369
10	82	0.539
11	111	0.567
26	14	0.425
38	36	0.552
45	109	0.618
101	33	0.544
41	77	0.488
104	78	0.566
39	97	0.414
17	93	0.469
1	82	0.38
49	87	0.456
32	54	0.562
46	36	0.469
31	105	0.518
15	51	0.479
2	106	0.436
112	66	0.46
25	65	0.487
38	78	0.513
11	107	0.575
26	87	0.451
44	12	0.346
13	74	0.467
104	53	0.423
45	38	0.579
101	93	0.467
41	83	0.561
10	19	0.5
38	33	0.583
25	35	0.496
2	31	0.502
15	44	0.435
31	104	0.482
39	11	0.511
32	4	0.333
112	18	0.423
49	37	0.438
46	27	0.504
1	67	0.279
17	77	0.637
11	105	0.545
26	19	0.447
45	40	0.554
1	57	0.423
104	52	0.492
17	112	0.512
15	102	0.508
25	95	0.512
46	90	0.525
112	37	0.442
2	16	0.47
49	85	0.533
32	1	0.541
39	80	0.533
31	106	0.517
11	104	0.459
13	23	0.411
101	61	0.516
41	37	0.443
10	85	0.492
44	111	0.436
38	14	0.508
26	11	0.488
13	94	0.448
31	4	0.453
38	12	0.486
44	85	0.428
41	4	0.366
10	18	0.425
39	66	0.526
101	7	0.505
49	2	0.445
11	82	0.575
112	46	0.508
32	85	0.493
25	15	0.413
15	9	0.561
46	70	0.478
26	80	0.525
104	74	0.471
2	5	0.425
17	71	0.513
45	17	0.52
1	101	0.469
13	6	0.606
38	112	0.51
41	19	0.404
44	48	0.291
31	70	0.524
38	71	0.593
49	101	0.463
10	101	0.5
11	77	0.605
39	106	0.434
25	70	0.497
46	28	0.531
101	69	0.467
104	23	0.413
15	48	0.457
26	56	0.459
32	56	0.496
17	18	0.451
2	110	0.498
1	2	0.426
112	36	0.519
13	56	0.466
45	52	0.572
44	84	0.44
41	82	0.563
31	77	0.589
38	77	0.573
25	66	0.578
49	110	0.533
39	31	0.5
104	29	0.399
11	4	0.539
31	84	0.526
101	65	0.493
46	1	0.461
1	84	0.452
26	43	0.446
45	53	0.568
112	55	0.475
32	104	0.508
13	17	0.517
41	94	0.519
17	12	0.458
44	104	0.375
2	60	0.452
10	2	0.534
20	111	0.528
19	111	0.452
49	60	0.502
11	84	0.53
39	76	0.493
104	30	0.426
25	48	0.502
38	1	0.527
10	99	0.416
20	107	0.597
31	93	0.521
19	107	0.529
101	97	0.425
1	28	0.47
45	66	0.621
112	45	0.45
26	32	0.499
13	109	0.522
41	6	0.591
17	78	0.525
32	36	0.52
2	46	0.455
46	93	0.457
44	37	0.433
39	69	0.497
49	78	0.442
11	36	0.526
38	97	0.479
25	27	0.461
104	64	0.475
4	111	0.414
44	46	0.423
41	2	0.42
2	86	0.481
17	2	0.458
112	34	0.501
32	18	0.559
101	85	0.505
19	12	0.414
26	68	0.47
45	59	0.452
1	10	0.456
31	35	0.536
10	77	0.496
13	38	0.535
20	113	0.5
25	90	0.454
46	57	0.481
104	72	0.512
4	107	0.425
39	81	0.418
49	84	0.448
11	2	0.503
38	15	0.509
19	1	0.422
32	2	0.527
17	101	0.475
112	16	0.425
101	25	0.452
44	70	0.303
2	54	0.441
50	111	0.473
28	111	0.518
13	40	0.486
41	101	0.489
1	99	0.375
45	88	0.525
38	95	0.548
31	112	0.516
104	67	0.442
39	51	0.472
49	27	0.502
11	101	0.526
10	93	0.528
4	105	0.596
20	105	0.53
26	62	0.504
46	67	0.505
25	50	0.461
2	81	0.438
28	107	0.557
50	107	0.53
17	28	0.447
19	105	0.476
112	73	0.51
101	91	0.563
44	19	0.356
32	101	0.587
27	107	0.583
57	58	0.489
10	43	0.504
25	3	0.448
39	26	0.425
41	28	0.446
45	49	0.514
38	58	0.573
13	54	0.479
49	90	0.458
4	66	0.677
20	104	0.478
1	27	0.417
31	71	0.563
104	57	0.436
26	1	0.429
46	19	0.491
11	35	0.572
32	84	0.533
101	32	0.587
44	82	0.407
17	70	0.384
19	112	0.479
112	20	0.513
2	51	0.461
27	111	0.517
25	73	0.476
57	111	0.542
19	71	0.495
49	12	0.378
44	4	0.409
41	84	0.498
38	19	0.577
11	93	0.505
112	50	0.444
17	90	0.496
1	90	0.491
2	34	0.488
50	105	0.46
46	77	0.562
31	83	0.557
20	82	0.614
26	97	0.427
101	62	0.506
27	105	0.524
32	46	0.519
13	58	0.53
4	12	0.402
39	79	0.476
10	70	0.542
45	110	0.537
104	21	0.383
25	20	0.508
17	27	0.455
49	15	0.458
19	104	0.424
41	69	0.496
1	36	0.452
11	70	0.529
112	3	0.404
44	54	0.309
38	85	0.564
28	105	0.545
39	92	0.508
2	55	0.533
57	107	0.552
104	22	0.482
25	78	0.569
13	43	0.437
50	104	0.412
26	22	0.531
101	68	0.47
46	97	0.461
31	58	0.543
4	104	0.396
32	8	0.59
27	104	0.357
10	48	0.406
20	84	0.559
45	60	0.459
11	80	0.596
41	95	0.542
38	25	0.501
19	48	0.582
17	19	0.48
1	47	0.453
28	70	0.528
112	65	0.476
49	95	0.468
44	89	0.237
57	66	0.481
46	112	0.508
101	95	0.513
10	56	0.422
27	112	0.417
50	112	0.444
32	41	0.492
2	45	0.46
26	21	0.426
13	50	0.469
39	25	0.454
4	36	0.399
45	86	0.561
20	35	0.602
31	1	0.49
25	110	0.512
104	91	0.53
1	37	0.416
28	104	0.409
19	36	0.497
49	77	0.582
17	69	0.527
112	97	0.414
41	15	0.472
38	91	0.597
44	95	0.376
11	110	0.515
20	4	0.411
50	71	0.529
32	15	0.558
2	87	0.451
4	58	0.446
39	91	0.525
46	71	0.519
26	25	0.433
57	105	0.517
13	3	0.463
44	15	0.435
104	25	0.426
27	71	0.498
31	12	0.44
11	60	0.529
1	66	0.542
25	60	0.489
101	15	0.501
45	46	0.517
28	48	0.556
10	28	0.495
17	25	0.485
19	56	0.492
112	1	0.479
41	48	0.541
38	29	0.578
49	76	0.451
32	95	0.6
46	80	0.569
4	56	0.438
2	14	0.421
39	85	0.508
26	91	0.497
50	77	0.611
20	70	0.507
61	111	0.494
112	43	0.431
31	18	0.483
104	85	0.488
27	35	0.477
13	76	0.444
57	60	0.495
44	18	0.388
17	91	0.514
28	112	0.503
38	30	0.569
49	30	0.531
19	82	0.5
10	95	0.504
101	88	0.472
41	103	0.556
45	50	0.554
50	29	0.469
20	2	0.5
1	85	0.467
61	107	0.566
32	70	0.547
46	11	0.584
2	33	0.398
4	82	0.543
39	47	0.486
26	85	0.47
25	80	0.511
11	78	0.554
31	36	0.527
112	81	0.388
27	82	0.448
104	101	0.437
4	78	0.59
28	71	0.54
13	90	0.465
38	57	0.55
17	85	0.5
19	84	0.454
10	15	0.486
112	51	0.495
41	35	0.506
101	49	0.463
20	101	0.511
45	3	0.54
44	2	0.419
32	35	0.612
1	15	0.431
2	26	0.429
26	3	0.397
57	110	0.527
28	82	0.533
46	91	0.54
4	70	0.314
11	12	0.452
25	11	0.5
31	91	0.61
27	83	0.501
50	30	0.517
104	2	0.36
21	105	0.541
13	27	0.474
39	15	0.488
61	37	0.373
57	103	0.549
49	29	0.48
38	67	0.557
10	87	0.498
101	59	0.471
1	95	0.482
26	50	0.436
32	57	0.523
28	19	0.496
20	37	0.533
50	94	0.45
25	59	0.49
27	2	0.441
11	37	0.435
2	92	0.516
45	81	0.437
17	110	0.504
39	95	0.523
41	93	0.506
44	101	0.465
21	111	0.484
4	84	0.406
112	28	0.503
13	89	0.477
104	45	0.346
19	70	0.457
61	105	0.512
31	25	0.504
46	25	0.486
30	111	0.527
49	94	0.427
104	34	0.432
1	54	0.417
26	59	0.397
28	78	0.521
2	79	0.517
27	101	0.494
101	80	0.563
25	88	0.49
11	112	0.517
46	30	0.496
50	6	0.638
57	36	0.488
4	77	0.419
38	56	0.575
112	70	0.474
17	60	0.523
39	83	0.515
13	106	0.461
21	107	0.486
41	43	0.516
31	2	0.502
61	4	0.427
45	51	0.533
20	12	0.454
32	67	0.521
10	66	0.639
44	78	0.45
19	28	0.496
49	6	0.605
30	107	0.554
100	107	0.535
104	55	0.428
22	107	0.617
13	31	0.48
27	57	0.501
101	11	0.526
11	71	0.559
38	94	0.493
25	49	0.435
10	14	0.491
26	49	0.427
44	58	0.421
17	54	0.485
39	59	0.481
57	84	0.451
2	61	0.454
50	37	0.464
1	18	0.475
46	29	0.478
31	101	0.516
20	78	0.542
41	47	0.502
19	110	0.502
21	104	0.383
30	105	0.502
49	99	0.442
28	35	0.487
4	35	0.425
32	77	0.514
61	69	0.49
112	58	0.483
45	67	0.5
22	111	0.557
104	14	0.382
100	111	0.519
13	72	0.472
30	104	0.426
61	70	0.438
4	94	0.471
45	57	0.527
41	89	0.422
44	93	0.365
38	6	0.647
57	95	0.479
31	97	0.446
101	90	0.494
26	88	0.456
2	7	0.445
17	75	0.431
1	112	0.479
10	33	0.557
27	67	0.516
11	83	0.567
50	19	0.463
21	82	0.484
28	77	0.508
100	103	0.5
104	33	0.438
25	84	0.445
32	48	0.541
19	60	0.488
20	18	0.51
39	49	0.438
112	42	0.502
46	99	0.411
49	10	0.45
22	105	0.549
13	64	0.444
30	82	0.583
101	27	0.494
45	56	0.555
4	6	0.336
31	6	0.629
57	15	0.458
2	9	0.554
26	7	0.455
61	83	0.48
44	57	0.456
41	97	0.41
13	73	0.485
49	96	0.496
22	104	0.482
32	93	0.496
104	87	0.43
46	10	0.487
25	72	0.472
19	101	0.506
28	101	0.478
30	112	0.454
38	59	0.577
112	63	0.459
50	18	0.452
39	88	0.469
11	46	0.584
27	4	0.426
21	4	0.382
20	83	0.548
10	47	0.518
101	23	0.413
100	66	0.661
17	98	0.536
1	71	0.504
26	61	0.469
4	41	0.366
31	94	0.501
2	44	0.419
57	104	0.436
44	67	0.339
61	56	0.392
40	107	0.548
10	27	0.543
11	18	0.515
27	70	0.455
38	88	0.532
21	35	0.465
39	61	0.502
50	101	0.491
112	29	0.401
25	64	0.487
28	2	0.424
30	71	0.543
104	106	0.393
19	2	0.445
22	19	0.496
46	96	0.522
32	94	0.514
13	20	0.494
17	100	0.528
49	13	0.423
41	106	0.46
45	61	0.491
1	93	0.407
101	74	0.498
100	12	0.461
26	69	0.479
31	43	0.503
20	112	0.513
2	102	0.538
4	8	0.476
111	107	0.573
61	28	0.511
57	112	0.48
23	111	0.513
44	94	0.458
34	111	0.536
42	111	0.513
45	7	0.52
39	7	0.473
27	84	0.479
50	2	0.485
100	70	0.51
101	22	0.519
10	90	0.429
38	49	0.559
40	111	0.709
26	76	0.439
110	111	0.566
13	95	0.48
11	19	0.475
112	30	0.454
17	39	0.576
1	30	0.46
49	112	0.448
19	67	0.491
104	31	0.482
30	12	0.45
28	18	0.476
22	36	0.602
41	31	0.517
21	37	0.414
32	6	0.596
46	13	0.42
44	6	0.381
23	107	0.504
4	19	0.36
20	71	0.574
2	74	0.497
57	71	0.526
25	74	0.491
31	50	0.515
34	107	0.561
61	85	0.521
42	107	0.542
111	104	0.404
13	15	0.465
38	99	0.544
40	105	0.515
26	54	0.467
10	36	0.496
27	36	0.49
50	82	0.557
45	11	0.488
101	21	0.436
39	42	0.476
4	18	0.378
31	3	0.504
34	105	0.561
100	105	0.575
25	23	0.429
2	23	0.443
22	112	0.53
57	18	0.5
112	12	0.442
11	94	0.456
19	57	0.448
110	107	0.579
30	78	0.544
17	11	0.533
21	12	0.42
46	47	0.506
20	16	0.492
41	30	0.484
32	25	0.56
104	59	0.373
44	28	0.454
1	29	0.441
28	94	0.466
50	87	0.471
38	10	0.571
40	104	0.439
42	105	0.52
26	74	0.481
27	94	0.492
100	104	0.441
111	103	0.582
112	7	0.478
57	70	0.527
2	103	0.515
41	29	0.426
65	111	0.471
27	6	0.598
52	111	0.655
23	105	0.455
57	56	0.5
61	112	0.477
25	12	0.439
101	20	0.511
13	53	0.523
49	71	0.531
4	65	0.444
31	110	0.517
45	80	0.535
39	63	0.462
10	11	0.502
1	69	0.444
30	77	0.553
104	49	0.42
44	47	0.434
110	105	0.568
42	104	0.473
50	35	0.506
38	96	0.525
34	104	0.432
22	71	0.62
28	6	0.573
20	30	0.592
40	82	0.425
26	23	0.408
41	76	0.485
2	41	0.42
100	60	0.498
21	78	0.461
46	56	0.452
11	6	0.653
112	61	0.477
19	43	0.329
52	107	0.593
27	93	0.47
17	80	0.586
65	107	0.517
111	97	0.457
32	91	0.55
20	29	0.528
39	41	0.442
44	30	0.428
104	88	0.378
10	80	0.46
30	101	0.46
1	25	0.471
45	76	0.448
23	4	0.561
4	54	0.376
61	71	0.51
13	52	0.45
50	83	0.534
25	14	0.487
41	53	0.5
28	1	0.47
101	73	0.481
31	60	0.547
34	36	0.506
49	19	0.355
57	82	0.472
112	2	0.39
2	8	0.479
100	110	0.527
26	58	0.467
22	82	0.544
40	93	0.522
21	77	0.489
46	106	0.487
42	112	0.502
27	76	0.451
110	104	0.434
11	106	0.488
38	13	0.535
19	4	0.36
17	76	0.364
52	105	0.708
20	93	0.51
32	63	0.408
65	105	0.393
111	89	0.5
31	41	0.517
61	98	0.433
28	12	0.454
30	2	0.469
41	52	0.495
101	64	0.485
44	29	0.432
13	47	0.466
4	80	0.521
10	84	0.507
104	83	0.444
25	33	0.459
1	91	0.474
23	104	0.413
39	8	0.487
50	84	0.472
11	31	0.536
22	80	0.625
46	31	0.546
40	84	0.504
110	103	0.563
49	14	0.489
2	42	0.497
65	104	0.464
34	37	0.467
38	32	0.541
26	96	0.436
27	37	0.458
19	35	0.534
21	112	0.443
112	101	0.497
100	85	0.549
57	1	0.423
20	91	0.565
32	42	0.486
42	71	0.563
52	36	0.544
17	10	0.527
101	72	0.469
50	27	0.501
39	103	0.457
10	110	0.501
23	112	0.51
44	110	0.505
104	16	0.429
61	75	0.444
1	33	0.391
31	8	0.54
30	16	0.465
28	57	0.484
111	87	0.491
25	87	0.453
4	11	0.539
13	98	0.452
41	10	0.488
38	62	0.606
34	82	0.5
11	90	0.484
2	63	0.441
110	97	0.451
46	89	0.485
22	11	0.558
49	33	0.497
65	82	0.559
26	13	0.424
4	95	0.446
19	94	0.451
1	14	0.451
31	103	0.518
61	104	0.423
13	75	0.429
41	99	0.38
52	112	0.621
42	1	0.475
40	35	0.47
101	106	0.479
112	57	0.48
20	25	0.508
100	36	0.508
21	71	0.489
23	71	0.513
39	17	0.576
30	19	0.451
28	67	0.509
111	86	0.5
44	60	0.456
17	99	0.436
57	78	0.468
32	69	0.504
10	60	0.488
50	90	0.42
104	5	0.368
34	4	0.533
46	66	0.588
49	43	0.403
22	70	0.547
2	32	0.527
4	15	0.441
19	6	0.4
1	87	0.458
31	30	0.517
65	4	0.444
38	68	0.52
110	93	0.517
26	46	0.451
25	45	0.395
66	107	0.608
105	58	0.308
11	27	0.539
106	107	0.497
36	107	0.549
33	107	0.5
27	78	0.509
60	111	0.464
48	12	0.263
112	67	0.501
48	111	0.554
42	19	0.494
38	34	0.561
25	55	0.451
106	111	0.477
1	4	0.408
13	110	0.489
26	86	0.448
52	71	0.627
41	96	0.414
22	110	0.582
49	80	0.522
4	106	0.522
46	58	0.542
60	107	0.498
2	62	0.519
31	29	0.499
17	96	0.496
27	12	0.403
34	19	0.439
11	1	0.486
65	93	0.47
20	57	0.551
61	35	0.523
101	31	0.516
66	111	0.606
110	89	0.444
33	111	0.578
44	87	0.415
40	4	0.453
36	111	0.52
39	109	0.448
104	65	0.464
100	112	0.506
111	85	0.541
10	72	0.512
19	83	0.518
112	89	0.467
30	25	0.465
21	22	0.48
28	37	0.465
23	78	0.53
57	4	0.397
32	43	0.495
38	45	0.579
13	60	0.485
48	107	0.544
42	110	0.536
106	105	0.544
50	12	0.445
105	43	0.386
26	110	0.498
25	34	0.52
22	60	0.579
46	74	0.602
52	104	0.492
49	11	0.547
31	87	0.484
1	43	0.443
4	31	0.453
2	68	0.513
60	105	0.512
39	38	0.493
41	13	0.444
11	97	0.47
61	102	0.53
17	13	0.517
111	84	0.427
100	71	0.523
44	33	0.411
40	70	0.52
65	77	0.644
33	105	0.617
101	44	0.465
110	86	0.532
27	90	0.391
26	60	0.445
34	94	0.499
57	67	0.519
10	64	0.487
50	70	0.474
105	56	0.461
28	85	0.524
42	60	0.518
48	112	0.501
13	46	0.42
23	19	0.437
30	91	0.547
38	55	0.547
104	96	0.472
31	14	0.532
52	84	0.541
20	67	0.556
36	105	0.688
25	85	0.51
21	93	0.458
49	23	0.376
19	37	0.405
112	47	0.48
66	105	0.165
106	104	0.393
1	42	0.475
22	78	0.56
46	23	0.425
2	22	0.496
32	37	0.495
39	40	0.453
60	104	0.442
4	32	0.333
70	107	0.563
111	83	0.341
20	19	0.524
11	96	0.534
36	4	0.399
104	13	0.413
52	82	0.542
13	86	0.486
14	111	0.496
31	33	0.473
105	107	0.392
48	71	0.557
10	54	0.565
30	37	0.474
23	82	0.545
26	66	0.561
28	84	0.476
50	4	0.472
57	35	0.528
27	30	0.496
40	1	0.453
65	112	0.476
41	65	0.48
101	102	0.51
100	67	0.536
61	44	0.464
42	4	0.525
34	6	0.565
17	66	0.647
1	63	0.444
25	97	0.401
112	90	0.387
33	104	0.438
44	14	0.388
21	83	0.483
66	4	0.677
106	78	0.551
49	74	0.468
22	97	0.522
46	42	0.522
38	73	0.567
2	21	0.436
19	93	0.424
110	85	0.514
32	66	0.704
60	110	0.527
39	53	0.484
64	107	0.558
47	111	0.512
27	29	0.472
4	62	0.556
20	85	0.562
36	82	0.581
11	13	0.517
52	4	0.709
31	66	0.5
104	99	0.32
14	107	0.485
48	1	0.385
10	112	0.463
26	47	0.441
13	5	0.442
111	82	0.559
70	111	0.487
19	34	0.439
17	95	0.576
44	66	0.513
101	9	0.536
40	16	0.464
65	71	0.514
34	70	0.515
42	35	0.561
23	84	0.432
61	95	0.599
39	52	0.538
2	52	0.505
50	28	0.523
57	100	0.483
41	22	0.57
21	110	0.488
46	63	0.476
49	17	0.471
1	32	0.541
66	84	0.515
22	23	0.5
33	84	0.487
106	82	0.537
105	31	0.518
100	57	0.483
25	1	0.471
38	20	0.586
28	36	0.489
110	84	0.525
112	27	0.417
47	107	0.537
