113	20	0.231
103	107	0.518
101	111	0.411
103	111	0.493
101	107	0.437
103	104	0.587
101	105	0.524
103	37	0.575
101	84	0.469
103	78	0.421
1	111	0.442
101	12	0.549
103	82	0.529
1	70	0.448
101	112	0.506
1	105	0.549
103	18	0.57
11	111	0.492
101	71	0.418
11	107	0.444
103	35	0.497
1	12	0.487
101	104	0.507
1	107	0.396
103	84	0.546
11	105	0.523
101	82	0.41
11	104	0.572
103	12	0.674
1	19	0.478
101	19	0.521
1	48	0.333
11	82	0.509
103	70	0.518
101	37	0.552
11	77	0.455
1	104	0.471
103	93	0.536
101	1	0.509
1	77	0.393
103	112	0.554
11	4	0.58
101	36	0.462
1	94	0.533
11	84	0.567
103	71	0.492
101	78	0.457
1	6	0.279
101	83	0.521
103	36	0.553
11	36	0.527
1	56	0.416
16	111	0.495
11	2	0.565
103	28	0.578
101	35	0.433
100	107	0.436
16	107	0.424
1	35	0.468
100	111	0.471
11	101	0.569
101	94	0.493
103	77	0.471
1	82	0.371
16	105	0.429
100	103	0.545
11	35	0.474
16	104	0.459
101	6	0.405
103	83	0.456
1	67	0.388
11	93	0.553
100	66	0.326
1	57	0.448
103	101	0.541
16	84	0.501
101	2	0.499
100	12	0.588
11	70	0.492
101	70	0.488
1	101	0.491
16	36	0.465
103	2	0.518
11	80	0.459
100	70	0.484
16	82	0.459
101	66	0.364
1	2	0.455
103	4	0.706
100	105	0.548
11	110	0.504
103	46	0.538
1	84	0.488
101	77	0.394
16	4	0.571
11	60	0.52
10	111	0.516
100	104	0.591
10	37	0.526
100	60	0.521
101	30	0.479
103	106	0.539
16	70	0.518
1	28	0.386
11	78	0.5
10	105	0.5
1	10	0.518
101	29	0.522
100	110	0.482
103	31	0.512
11	12	0.577
16	35	0.436
10	107	0.427
16	93	0.495
100	85	0.493
101	28	0.48
103	66	0.518
1	99	0.523
11	37	0.557
12	48	0.406
10	104	0.495
12	111	0.377
16	19	0.548
103	64	0.574
1	27	0.446
11	112	0.538
101	76	0.522
100	36	0.484
10	1	0.482
101	50	0.488
11	71	0.493
100	112	0.528
12	77	0.432
103	72	0.636
16	57	0.481
1	90	0.522
10	94	0.514
16	67	0.486
1	36	0.458
11	83	0.554
12	107	0.373
100	71	0.475
101	3	0.504
103	90	0.533
10	6	0.369
16	56	0.521
12	112	0.441
11	46	0.5
1	47	0.426
100	67	0.465
103	27	0.53
101	58	0.478
10	12	0.557
101	48	0.468
16	30	0.467
100	57	0.496
12	71	0.411
11	18	0.53
1	37	0.522
103	43	0.582
10	35	0.466
103	59	0.521
11	19	0.524
101	4	0.49
12	105	0.461
16	29	0.45
1	66	0.381
100	97	0.547
10	82	0.541
12	1	0.513
100	84	0.515
101	43	0.496
1	85	0.454
16	94	0.488
103	49	0.534
11	94	0.565
10	19	0.467
11	6	0.412
12	19	0.416
100	19	0.507
101	10	0.522
16	6	0.387
103	88	0.538
1	15	0.505
10	85	0.485
1	95	0.4
101	99	0.548
16	112	0.508
12	104	0.472
11	106	0.549
103	42	0.523
100	82	0.555
10	18	0.549
100	78	0.532
16	71	0.455
12	41	0.421
101	96	0.489
1	54	0.477
103	63	0.524
11	31	0.475
10	101	0.478
1	18	0.39
100	28	0.482
16	89	0.499
12	8	0.395
101	13	0.533
103	53	0.514
11	90	0.548
10	2	0.493
103	52	0.55
16	77	0.393
1	112	0.517
101	87	0.508
12	4	0.504
11	27	0.55
100	94	0.527
10	99	0.529
101	14	0.489
103	110	0.544
1	71	0.39
16	97	0.564
12	35	0.471
100	6	0.388
11	1	0.549
10	77	0.419
100	37	0.585
1	93	0.522
103	60	0.545
12	36	0.417
101	33	0.475
11	97	0.569
16	83	0.469
10	93	0.559
101	93	0.484
103	76	0.564
12	56	0.445
1	30	0.436
16	25	0.5
100	1	0.53
11	96	0.574
10	43	0.525
100	56	0.497
101	61	0.428
16	91	0.469
1	29	0.487
103	48	0.449
12	94	0.465
11	13	0.61
10	70	0.466
11	10	0.522
100	101	0.572
103	41	0.519
16	18	0.527
101	7	0.488
1	69	0.466
12	6	0.349
10	48	0.455
12	28	0.435
11	99	0.612
16	58	0.462
101	69	0.515
100	2	0.566
103	8	0.527
1	25	0.505
10	56	0.518
101	65	0.479
100	95	0.571
11	48	0.509
1	91	0.44
12	84	0.479
103	11	0.476
16	12	0.564
10	28	0.563
16	7	0.477
103	80	0.533
100	15	0.554
1	33	0.458
101	97	0.535
12	82	0.391
11	43	0.539
10	95	0.388
11	58	0.501
16	61	0.563
103	14	0.631
12	93	0.455
100	80	0.451
101	85	0.462
1	14	0.48
10	15	0.565
1	87	0.455
101	25	0.481
100	11	0.484
16	37	0.505
11	87	0.561
103	33	0.571
12	101	0.451
10	87	0.516
11	33	0.486
10	66	0.426
1	4	0.446
16	85	0.488
100	76	0.489
102	107	0.55
101	91	0.47
12	2	0.47
103	87	0.558
11	14	0.56
1	43	0.436
10	14	0.507
107	43	0.534
103	55	0.597
12	70	0.448
101	32	0.463
100	32	0.552
102	111	0.509
11	51	0.536
16	2	0.488
10	33	0.557
1	42	0.43
16	101	0.45
110	58	0.45
107	69	0.544
103	45	0.504
100	68	0.513
12	10	0.443
11	81	0.597
102	105	0.455
101	62	0.432
1	63	0.492
10	47	0.512
102	104	0.619
11	28	0.494
100	62	0.46
12	99	0.524
107	103	0.482
103	34	0.483
101	68	0.48
110	111	0.535
16	1	0.511
1	32	0.412
10	27	0.509
16	66	0.371
103	9	0.489
102	37	0.573
11	76	0.587
100	89	0.542
101	95	0.444
110	107	0.459
107	77	0.46
12	97	0.485
10	90	0.613
1	62	0.425
12	22	0.334
110	12	0.587
107	82	0.636
101	15	0.501
102	35	0.501
100	69	0.485
11	69	0.498
103	44	0.515
10	36	0.514
16	78	0.41
12	21	0.496
1	68	0.48
10	11	0.477
110	19	0.52
107	66	0.409
100	77	0.421
101	88	0.473
103	102	0.475
11	74	0.497
16	73	0.474
102	82	0.558
1	74	0.388
12	103	0.326
112	107	0.377
16	20	0.432
10	80	0.514
100	13	0.54
103	19	0.572
11	23	0.604
110	48	0.509
107	83	0.59
102	84	0.588
101	49	0.526
1	23	0.471
12	58	0.446
112	111	0.436
102	36	0.546
103	92	0.511
16	43	0.512
101	59	0.443
10	84	0.531
110	70	0.53
100	96	0.563
107	89	0.622
11	30	0.51
111	58	0.484
12	96	0.449
112	82	0.451
1	96	0.485
102	77	0.38
1	13	0.511
10	110	0.512
107	37	0.611
101	80	0.4
110	112	0.557
112	69	0.426
12	13	0.422
102	18	0.61
11	29	0.59
103	79	0.536
16	76	0.522
100	10	0.473
111	43	0.483
1	22	0.426
31	111	0.512
111	77	0.475
10	60	0.568
107	5	0.555
110	71	0.496
102	93	0.521
112	77	0.476
16	50	0.487
11	72	0.527
103	26	0.581
100	99	0.584
101	11	0.431
12	42	0.477
31	107	0.471
1	21	0.479
44	107	0.383
111	69	0.491
100	35	0.493
110	105	0.468
10	72	0.521
16	3	0.484
103	15	0.592
102	70	0.561
11	64	0.536
107	13	0.568
112	78	0.443
101	90	0.567
44	105	0.411
12	63	0.448
21	105	0.502
1	76	0.422
31	105	0.609
100	65	0.499
111	17	0.544
1	11	0.451
11	91	0.456
31	104	0.581
107	96	0.72
110	37	0.574
10	64	0.515
103	95	0.553
112	84	0.514
44	12	0.489
102	12	0.56
21	111	0.445
12	89	0.497
101	27	0.524
16	11	0.439
100	47	0.519
111	82	0.405
1	80	0.452
102	78	0.425
44	111	0.43
11	25	0.546
107	54	0.522
31	106	0.519
103	54	0.55
10	54	0.521
21	107	0.385
110	4	0.576
1	75	0.503
16	80	0.416
111	37	0.564
112	48	0.479
100	48	0.481
12	65	0.431
101	23	0.58
102	44	0.636
29	107	0.429
112	83	0.576
111	78	0.544
16	72	0.51
103	47	0.557
110	83	0.54
44	85	0.377
21	104	0.556
10	112	0.58
11	85	0.501
31	4	0.504
100	90	0.594
102	112	0.545
101	74	0.479
1	98	0.462
12	67	0.351
29	111	0.465
112	87	0.494
107	4	0.681
102	71	0.518
16	64	0.484
44	48	0.372
11	47	0.551
103	100	0.455
110	54	0.506
10	71	0.467
100	27	0.489
31	70	0.564
21	82	0.391
111	103	0.507
29	105	0.508
1	100	0.47
107	58	0.52
101	22	0.429
112	76	0.456
12	57	0.483
16	27	0.48
10	4	0.558
102	101	0.522
110	89	0.547
11	15	0.598
103	39	0.587
44	84	0.447
111	4	0.545
100	16	0.562
104	58	0.461
16	90	0.531
31	77	0.44
21	4	0.541
112	56	0.474
1	39	0.511
107	73	0.515
12	76	0.423
111	65	0.55
101	21	0.519
29	104	0.564
44	104	0.467
100	5	0.531
11	95	0.492
102	2	0.57
101	20	0.425
107	20	0.508
31	84	0.527
1	106	0.515
112	19	0.491
21	35	0.441
104	107	0.37
44	37	0.463
110	85	0.501
10	97	0.573
103	98	0.568
16	42	0.42
111	67	0.465
12	30	0.435
102	30	0.519
11	20	0.474
100	58	0.438
29	82	0.439
103	75	0.63
101	73	0.439
10	106	0.551
44	46	0.436
112	5	0.482
104	111	0.363
21	37	0.525
107	18	0.581
1	31	0.428
31	93	0.516
110	76	0.545
16	63	0.497
12	29	0.432
111	57	0.565
